location, bedroom, housetype, carpet_area, status, transatcion, furnishing, balcony, park_count,bath, ownership, facing, price_in_Lac
  Ravet Pimpri Chinchwad,2,Flat,739,Possession by Dec 21,New Property,Unfurnished,1,2,1,Freehold,East,52
  Kharadi,1,Flat,343,Possession by Mar 22,New Property,Unfurnished,1,1,1,Freehold,East,42
  Mamurdi Dehu Road,3,Flat,678,Possession by Mar 23,New Property,Unfurnished,1,2,1,Freehold,East,63
  Wakad,2,Flat,741,Possession by Jun 21,New Property,Unfurnished,1,2,2,Freehold,East,59
 Kharadi,1,Flat,450,Possession by Dec 21,New Property,Unfurnished,1,2,2,Freehold,East,40
 Lohegaon,4,House,1200,Possession by Sep 21,New Property,Unfurnished,1,4,3,Freehold,East,65
  Pimple Saudagar Pimpri Chinchwad,2,Flat,807,Possession by Dec 21,New Property,Unfurnished,1,2,1,Freehold,East,88
  New Kalyani Nagar,3,Flat,1230,Possession by Jan 22,New Property,Unfurnished,0,3,3,Freehold,East,110
  Hinjewadi,2,Flat,690,Possession by Dec 22,New Property,SemiFurnished,1,2,1,Freehold,East,51
  Balewadi,3,Flat,1390,Possession by Dec 23,New Property,Unfurnished,0,3,2,Cooperative Society,East,131
  Baner,3,Flat,920,Ready to Move,New Property,Unfurnished,0,3,NA,NA,NA,90
  Balewadi,3,Flat,1112,Possession by Dec 22,New Property,Unfurnished,1,3,2,Freehold,East,115
  Undri,3,Flat,1100,Possession by Aug 21,New Property,Unfurnished,0,3,2,Freehold,East,65
  Wakad,2,Flat,707,Possession by Jun 22,New Property,Unfurnished,1,2,2,Freehold,East,65
  Wagholi,1,Flat,454,Possession by Jun 21,New Property,Unfurnished,1,1,2,Freehold,East,27.2
  Kothrud,3,Flat,2191,Possession by Dec 23,New Property,Unfurnished,2,3,2,Freehold,East,260
  Manjri Manjri Budruk,2,Flat,691,Possession by Dec 23,New Property,Unfurnished,1,2,2,Freehold,East,50.9
  Dhanori,3,Flat,978,Possession by May 22,New Property,Unfurnished,0,3,3,NA,NA,65
  Balewadi,4,Flat,2003,Possession by Dec 22,New Property,Unfurnished,1,4,1,Freehold,East,215
  Chinchwad Pimpri Chinchwad,2,Flat,750,Possession by Dec 24,New Property,Unfurnished,1,2,2,Freehold,East,66
  Kharadi,3,Flat,1092,Possession by Dec 23,New Property,Unfurnished,1,3,3,Freehold,NA,68
  Chinchwad Pimpri Chinchwad,3,Flat,1171,Possession by Dec 24,New Property,Unfurnished,1,3,2,Freehold,East,128
  Vishal Nagar Pimpri Chinchwad,3,Flat,1185,Possession by Dec 21,New Property,Unfurnished,1,3,3,Freehold,East,120
  Charholi Budruk,2,Flat,770,Possession by Dec 21,New Property,Unfurnished,1,2,2,Freehold,East,49
  Mhada ColonyViman Nagar Viman Nagar,3,Flat,1200,Ready to Move,Resale,Furnished,2,3,2,Freehold,East,220
  Tathawade Dattwadi,3,Flat,862,Possession by Dec 22,New Property,Unfurnished,1,3,NA,NA,NA,75
 Balewadi,2,Flat,708,Possession by Dec 23,New Property,Unfurnished,1,2,1,Freehold,East,68.5
  Keshav Nagar Mundhwa,3,Flat,848,Possession by Dec 22,New Property,Unfurnished,1,3,3,Cooperative Society,East,69.5
 Undri,2,Flat,750,Possession by Dec 24,New Property,Unfurnished,0,2,2,Freehold,East,55
  Tathawade Dattwadi,2,Flat,821,Possession by Apr 21,New Property,Unfurnished,0,2,2,Freehold,East,70
  Mahalunge,2,Flat,641,Possession by Feb 23,New Property,Unfurnished,1,2,2,Freehold,East,55
  Wagholi,2,Flat,611,Possession by Dec 21,New Property,Unfurnished,1,2,1,Freehold,East,39
  Laxmi NagarBalewadi,3,Flat,1326,Possession by Dec 22,New Property,Unfurnished,2,3,2,Freehold,East,129
  Mamurdi Dehu Road,2,Flat,825,Possession by Dec 22,New Property,SemiFurnished,1,2,2,Freehold,East,60
  Ram NagarBaner Baner,2,Flat,839,Possession by Dec 23,New Property,Unfurnished,1,2,2,Freehold,East,105
  Kharadi,3,Flat,1090,Possession by Jul 21,New Property,Unfurnished,0,3,1,Freehold,East,120
  Dhanori,3,Flat,1020,Possession by May 23,New Property,Unfurnished,1,3,2,Freehold,East,65
  Baner,3,Flat,1728,Possession by Dec 21,New Property,Unfurnished,2,4,3,Freehold,East,265
  Baner,2,Flat,732,Possession by Jul 23,New Property,Unfurnished,0,2,1,NA,North,76
  Wakad,2,Flat,746,Possession by Mar 22,New Property,Unfurnished,1,2,2,Freehold,East,56
  Wagholi,3,Flat,2100,Possession by Dec 22,New Property,Unfurnished,2,3,3,Freehold,East,248
 Ravet Pimpri Chinchwad,2,Flat,730,Possession by Oct 21,New Property,Unfurnished,1,2,2,Cooperative Society,East,47.8
  Mamurdi Dehu Road,2,Flat,629,Possession by Apr 22,New Property,Unfurnished,1,2,1,Cooperative Society,East,56.7
  Baner,3,Flat,1173,Possession by Mar 21,New Property,Unfurnished,1,3,3,Freehold,East,170
  Punawale Pimpri Chinchwad,2,Flat,710,Possession by Dec 21,New Property,Unfurnished,1,2,2,Leasehold,East,43.9
  Hadapsar,1,Flat,430,Possession by Dec 22,New Property,Unfurnished,1,1,1,Freehold,East,35.6
 Bhugaon Bavdhan,2,Flat,704,Possession by Dec 23,New Property,Unfurnished,1,2,2,Freehold,East,50
  Wagholi,1,Flat,408,Possession by Dec 22,New Property,Unfurnished,1,1,1,NA,East,28
 Hinjewadi,2,Flat,715,Possession by Dec 23,New Property,Unfurnished,1,2,2,Freehold,East,64
  Hadapsar,2,Flat,743,Possession by Dec 23,New Property,Unfurnished,1,2,3,Freehold,East,63
 Mahalunge,1,Flat,468,Possession by Dec 23,New Property,Unfurnished,1,1,1,Freehold,East,42
  Kothrud,3,Flat,1100,Possession by Dec 22,New Property,Unfurnished,1,3,2,Freehold,East,165
  Punawale Pimpri Chinchwad,3,Flat,1100,Possession by Dec 22,New Property,SemiFurnished,1,3,2,Freehold,East,75
 Model Colony Shivaji Nagar,4,Flat,1934,Possession by Mar 21,New Property,Unfurnished,2,4,2,Freehold,East,419
  Bhosale Nagar,3,Flat,2043,Possession by Mar 21,New Property,Unfurnished,2,3,2,Freehold,East,420
  Manjri Manjri Budruk,2,Flat,744,Possession by Nov 22,New Property,Unfurnished,0,2,1,Freehold,East,51
 Wakad,2,Flat,782,Ready to Move,New Property,Unfurnished,1,2,2,Freehold,East,66
  Keshav Nagar Mundhwa,2,Flat,NA,Possession by Mar 22,New Property,Unfurnished,1,2,1,Freehold,East,55
 Kharadi,2,Flat,808,Possession by Dec 24,New Property,Unfurnished,1,2,3,Freehold,East,72
  Keshav Nagar Mundhwa,2,Flat,828,Possession by Dec 21,New Property,SemiFurnished,1,2,1,Freehold,East,67
  Wagholi,4,Flat,4500,Possession by Aug 21,New Property,Unfurnished,2,5,3,Freehold,East,525
  Anand NagarChinchwad Pimpri Chinchwad,2,Flat,650,Possession by Mar 26,New Property,Unfurnished,1,2,2,Cooperative Society,East,68
  Undri,3,Flat,1200,Possession by Mar 21,New Property,Unfurnished,1,3,1,Freehold,East,87
  Moshi,2,Flat,741,Ready to Move,New Property,Unfurnished,1,2,2,Freehold,East,50.5
   NIBM Annexe,4,Flat,2800,Possession by Dec 22,New Property,Unfurnished,2,4,3,Cooperative Society,East,285
 Wagholi Nagar Road,3,Flat,1281,Ready to Move,Resale,Furnished,1,3,2,Freehold,East,75
  Baner,2,Flat,780,Possession by Mar 22,New Property,Unfurnished,1,2,1,Freehold,East,81
 Hinjewadi Phase 2,2,Flat,610,Possession by Dec 21,New Property,Unfurnished,1,2,1,Freehold,NA,42.7
  Wakad,2,Flat,865,Possession by Jun 23,New Property,Unfurnished,1,2,2,Freehold,East,66
  Baner,3,Flat,1017,Possession by Jul 23,New Property,Unfurnished,0,3,2,Freehold,East,108
  Somatne Phata,1,Flat,345,Possession by Dec 23,New Property,Unfurnished,1,1,1,Freehold,East,19
  Dhanori,3,Flat,1550,Possession by Sep 23,New Property,Unfurnished,1,3,3,Freehold,East,70
   Punawale Pimpri Chinchwad,2,Flat,644,Possession by Jun 21,New Property,SemiFurnished,1,2,2,Freehold,East,43
 Keshav Nagar Mundhwa,2,Flat,755,Possession by Nov 24,New Property,Unfurnished,1,2,2,Freehold,East,57
  Mamurdi Dehu Road,3,Flat,850,Possession by Dec 21,New Property,Unfurnished,1,2,2,Freehold,East,59
 Baner,4,House,2037,Possession by Apr 22,New Property,Unfurnished,0,4,3,Freehold,West,235
  Mahalunge,2,Flat,665,Possession by Dec 22,New Property,SemiFurnished,1,2,1,Freehold,East,57
  Talegaon Dabhade,1,Flat,NA,NA,Resale,Unfurnished,1,1,1,NA,East,27
  Bavdhan Khurd Bavdhan,3,Flat,1200,Possession by Jul 21,New Property,Unfurnished,1,3,3,Cooperative Society,East,95
  Baner,2,Flat,800,Possession by Sep 22,New Property,Unfurnished,1,2,1,Freehold,East,76
  Kalyani Nagar,4,House,2100,Ready to Move,Resale,Unfurnished,1,4,1,Freehold,East,490
  Ravet Pimpri Chinchwad,2,Flat,810,Possession by Dec 21,New Property,Unfurnished,1,2,2,Freehold,East,60
  Dhanori,3,Flat,665,Possession by Dec 21,New Property,Unfurnished,0,2,3,Cooperative Society,East,46
  Kiwale Dehu Road,3,Flat,1169,Possession by Jun 23,New Property,Unfurnished,1,3,NA,Freehold,East,104
  Bavdhan,2,Flat,785,Possession by Dec 23,New Property,Unfurnished,1,2,1,Freehold,East,86
  Balewadi,3,House,2200,Ready to Move,Resale,SemiFurnished,0,3,3,Cooperative Society,East,195
  Tathawade Dattwadi,3,Flat,1128,Possession by Nov 22,New Property,SemiFurnished,1,3,1,Freehold,East,102
  EON Free Zone Kharadi,4,Flat,3050,Possession by Dec 21,New Property,SemiFurnished,2,6,2,Freehold,East,367
  Kharadi,2,Flat,1085,Ready to Move,Resale,Unfurnished,1,2,2,Cooperative Society,East,90.5
  Hinjewadi,2,Flat,NA,Possession by Aug 21,New Property,Unfurnished,1,2,1,Freehold,East,40
  Tathawade Dattwadi,2,Flat,742,Possession by Jul 22,New Property,Unfurnished,1,2,2,Freehold,East,57
 Bavdhan,3,Flat,NA,Possession by Dec 21,New Property,SemiFurnished,1,3,1,Freehold,East,115
 Dange Chowk,2,Flat,725,Possession by Feb 21,New Property,Unfurnished,2,2,2,Freehold,East,60
  Baner,2,Flat,751,Possession by Dec 21,New Property,SemiFurnished,1,2,2,Freehold,East,68
  Balewadi,2,Flat,823,Possession by Dec 23,New Property,Unfurnished,1,2,1,Freehold,East,78
  Mamurdi Dehu Road,3,Flat,850,Possession by Dec 21,New Property,Unfurnished,1,3,2,Freehold,East,63
  Kharadi,3,Flat,1667,Possession by Dec 22,New Property,Unfurnished,0,3,1,Freehold,East,179
  Wakad,2,Flat,867,Possession by Mar 21,New Property,Unfurnished,1,2,1,Freehold,East,108
  Hinjewadi,2,Flat,750,Possession by Dec 24,New Property,Unfurnished,1,2,1,Freehold,East,62
  Dange Chowk,2,Flat,640,Possession by Dec 22,New Property,Unfurnished,1,2,1,Freehold,West,60
  Amanora Park Town,2,Flat,732,Possession by Sep 23,New Property,Unfurnished,1,2,2,Freehold,East,61.9
  Punawale Pimpri Chinchwad,2,Flat,736,Possession by Dec 22,New Property,SemiFurnished,1,2,2,Cooperative Society,East,54
  Mahalunge,1,Flat,450,Possession by Dec 21,New Property,Unfurnished,1,1,2,Freehold,East,33
  Undri,3,Flat,1150,Possession by Oct 21,New Property,Unfurnished,1,3,1,Freehold,East,99
  Hadapsar,2,Flat,864,Possession by Feb 22,New Property,Unfurnished,1,2,2,Freehold,East,94
  Park Street Pimpri Chinchwad,4,Flat,1650,Possession by Dec 21,New Property,Unfurnished,2,4,3,Freehold,East,175
  Balewadi,2,Flat,708,Possession by Dec 23,New Property,Unfurnished,1,2,1,Freehold,East,69
  Porwal Road,3,Flat,1008,Possession by Aug 22,New Property,SemiFurnished,1,3,2,Freehold,North,72
  Wagholi,2,Flat,588,Possession by Dec 22,New Property,Unfurnished,1,2,2,Freehold,East,33.5
  Hinjewadi,2,Flat,700,Possession by May 22,New Property,Unfurnished,1,2,1,Freehold,East,56
  Keshav Nagar Mundhwa,3,Flat,1250,Possession by Feb 21,New Property,Unfurnished,1,3,3,Freehold,East,90
  Mahalunge,3,Flat,880,Possession by Dec 22,New Property,Unfurnished,1,3,2,Cooperative Society,East,76
  EON Free Zone Kharadi,3,Flat,1075,Possession by Oct 23,New Property,SemiFurnished,2,3,2,Freehold,East,93.8
  Baner,3,Flat,1017,Possession by Dec 24,New Property,Unfurnished,2,3,3,Freehold,East,137
  Hadapsar,2,Flat,743,Possession by Sep 21,New Property,Unfurnished,1,2,1,Freehold,East,61.8
  NIBM Road,3,Flat,1100,Possession by Dec 21,New Property,Unfurnished,1,3,2,Freehold,East,120
  Moshi,2,Flat,637,Possession by May 21,New Property,Unfurnished,1,2,1,Freehold,East,37.9
  Kharadi,2,Flat,994,Possession by Dec 23,New Property,Unfurnished,1,2,2,Freehold,East,105
  Hadapsar,3,Flat,894,Possession by Dec 23,New Property,Unfurnished,1,3,2,Freehold,East,72.2
  Punawale Pimpri Chinchwad,2,Flat,668,Possession by Dec 21,New Property,Unfurnished,1,2,2,Freehold,East,44.6
  Laxmi Chowk Hinjewadi,2,Flat,680,Possession by Mar 22,New Property,Unfurnished,1,2,1,Freehold,East,44
  Ravet Pimpri Chinchwad,2,Flat,786,Possession by Dec 22,New Property,Unfurnished,1,2,NA,Freehold,East,60
  Wakad,2,Flat,667,Possession by Dec 23,New Property,Unfurnished,1,2,1,Freehold,East,59
  Kharadi,3,Flat,1200,Possession by Jun 22,New Property,Unfurnished,1,3,2,Freehold,North  East,110
  Wakad,2,Flat,773,Possession by Dec 21,New Property,Unfurnished,1,2,1,Freehold,East,70
  Dhanori,2,Flat,621,Possession by Dec 21,New Property,Unfurnished,1,2,2,Cooperative Society,East,49.4
  Mahalunge,2,Flat,680,Possession by Mar 22,New Property,Unfurnished,1,2,3,Freehold,East,49
  Undri,1,Flat,454,Possession by Sep 21,New Property,Unfurnished,1,1,2,Freehold,North  East,25.3
  Hadapsar,2,Flat,870,Possession by Dec 22,New Property,Unfurnished,1,2,2,Freehold,East,96
  Borade Vasti Pimpri Chinchwad,2,Flat,833,Possession by Jun 21,New Property,Unfurnished,1,2,2,Freehold,East,55
 Kothrud,2,Flat,639,Possession by Dec 22,New Property,Unfurnished,1,2,2,Freehold,East,90
 Kiwale Dehu Road,3,Flat,719,Possession by Jan 22,New Property,Unfurnished,1,3,2,Freehold,East,60.4
  Ravet Pimpri Chinchwad,2,Flat,750,Possession by Dec 21,New Property,Unfurnished,1,2,3,Freehold,West,49.6
  Bavdhan,3,Flat,1571,Possession by Mar 22,New Property,Unfurnished,2,3,2,Freehold,East,129
  Balewadi,2,Flat,810,Possession by Jun 23,New Property,Unfurnished,1,2,2,Freehold,East,83
 Pune Solapur Highway,1,Flat,430,Possession by Dec 22,New Property,Unfurnished,1,1,1,Freehold,East,37
  Undri,1,Flat,509,Possession by Oct 21,New Property,Unfurnished,1,1,1,Freehold,West,30
  Bavdhan,2,Flat,733,Possession by Dec 22,New Property,Unfurnished,1,2,2,Freehold,East,69.9
  Kharadi,2,Flat,706,Possession by Jun 22,New Property,Unfurnished,1,2,2,Freehold,East,58
  Kharadi,2,Flat,620,Possession by Dec 21,New Property,Unfurnished,1,2,1,Freehold,East,52
  Baner,2,Flat,780,Possession by Dec 21,New Property,SemiFurnished,1,2,2,Freehold,East,70
  Dhanori,3,Flat,NA,Possession by Dec 22,New Property,Unfurnished,1,3,3,Freehold,East,77
  Bavdhan,3,Flat,1325,Possession by Dec 22,New Property,Unfurnished,1,3,2,Freehold,East,118
  Hadapsar,3,Flat,1245,Possession by Dec 21,New Property,Unfurnished,2,3,1,Freehold,East,130
  Undri,1,Flat,500,Possession by Oct 22,New Property,Unfurnished,1,1,1,Freehold,East,28
  Bavdhan,4,Flat,2383,Possession by Dec 21,New Property,SemiFurnished,3,4,2,Freehold,East,215
  Ravet Pimpri Chinchwad,3,Flat,860,Possession by Apr 22,New Property,Unfurnished,1,2,2,Freehold,East,70.5
  Punawale Pimpri Chinchwad,2,Flat,637,Possession by Apr 21,New Property,Unfurnished,1,2,1,Freehold,West,45
 Wakad,2,Flat,575,Possession by Dec 21,New Property,Unfurnished,1,2,2,Freehold,East,50
 Benkar Nagar Dhayari,1,Flat,415,Possession by Jul 21,New Property,Unfurnished,1,1,2,Freehold,East,25.6
  Tathawade Dattwadi,2,Flat,695,Possession by Oct 21,New Property,Unfurnished,1,2,2,Freehold,East,47.5
  Hinjewadi,2,Flat,740,Possession by Aug 24,New Property,Unfurnished,1,2,2,Freehold,East,60
  Keshav Nagar Mundhwa,2,Flat,830,Possession by Sep 21,New Property,Unfurnished,1,2,2,Freehold,East,72.5
 Kondhwa,2,Flat,829,Possession by Jun 22,New Property,Unfurnished,1,2,2,Freehold,East,68.8
  Thite Nagar Kharadi,2,Flat,810,Possession by Dec 22,Resale,SemiFurnished,1,2,1,Freehold,East,74.1
  Hinjewadi,2,Flat,600,Possession by Dec 23,New Property,Unfurnished,1,2,2,Freehold,East,65.5
  Hinjewadi Phase 1,2,Flat,930,Possession by Jan 23,New Property,Unfurnished,0,2,2,Freehold,North  East,80
  Magarpatta City,2,Flat,632,Possession by Mar 21,New Property,Unfurnished,1,2,1,Freehold,East,59
  Tingre Nagar,3,Flat,963,Possession by Mar 21,New Property,Unfurnished,1,3,3,Cooperative Society,East,73
  Phursungi,2,Flat,750,Possession by Jan 22,New Property,Unfurnished,0,2,2,Freehold,East,54
  Balewadi,3,Flat,1620,Possession by Mar 23,New Property,SemiFurnished,2,3,1,Freehold,East,175
  Undri,2,Flat,620,Possession by Oct 22,New Property,Unfurnished,0,2,2,Freehold,East,42.5
  New Kalyani Nagar,2,Flat,725,Possession by Oct 22,New Property,SemiFurnished,0,2,2,NA,East,87
  Hinjewadi Phase 2,2,Flat,625,Possession by Dec 23,New Property,Unfurnished,1,2,2,Freehold,East,50
  Keshav Nagar Mundhwa,2,Flat,726,Possession by Mar 22,New Property,SemiFurnished,1,2,1,Freehold,North  East,49
  Baner,2,Flat,732,Possession by Dec 23,New Property,Unfurnished,1,2,1,Freehold,East,75
  Kharadi Gaon Kharadi,3,Flat,1064,Possession by Dec 22,New Property,Unfurnished,0,3,2,Freehold,East,106
  Sasane Colony Mundhwa,3,Flat,1086,Possession by Mar 22,New Property,SemiFurnished,1,3,3,Freehold,East,89.5
  Hinjewadi,2,Flat,748,Possession by Dec 22,New Property,Unfurnished,0,2,1,Freehold,East,66
  Dhanori,1,Flat,471,Possession by Jun 23,New Property,Unfurnished,1,1,2,Freehold,East,29
  Hinjewadi,2,Flat,780,Possession by Apr 21,Resale,Unfurnished,1,2,2,Freehold,East,75
 Tathawade Dattwadi,2,Flat,782,Possession by Dec 21,New Property,SemiFurnished,1,2,3,Freehold,East,60
  Hinjewadi,2,Flat,770,Possession by Dec 22,New Property,Unfurnished,1,2,1,Freehold,East,52
  Newale vasti Chikhali,1,Flat,446,Possession by Dec 21,New Property,Unfurnished,1,2,1,Freehold,East,30.6
  Wakad,3,Flat,1050,Possession by Dec 23,New Property,Unfurnished,2,3,2,Freehold,East,125
  Hinjewadi,3,Flat,855,Possession by Jun 23,New Property,Unfurnished,1,3,2,Freehold,East,67
  Dhanori,3,Flat,850,Possession by Dec 23,New Property,Unfurnished,0,2,2,Cooperative Society,East,65
  Baner,2,Flat,750,Possession by Sep 23,New Property,SemiFurnished,1,2,3,Freehold,East,69
  Mahalunge,2,Flat,650,Possession by Dec 23,New Property,Unfurnished,1,2,2,NA,East,55
  Shankar Kalat Nagar,2,Flat,794,Possession by Dec 22,New Property,Unfurnished,1,2,2,Freehold,East,66.7
  EON Free Zone Kharadi,3,Flat,1203,Possession by Oct 21,New Property,SemiFurnished,1,3,2,Freehold,East,145
  Hinjewadi Phase 1,2,Flat,783,Possession by Dec 23,New Property,Unfurnished,1,2,2,Freehold,East,69
  Tathawade Dattwadi,2,Flat,740,Possession by Sep 22,Resale,SemiFurnished,1,2,2,Freehold,East,55
  Kharadi,3,Flat,945,Possession by Dec 22,New Property,SemiFurnished,2,3,2,Power Of Attorney,East,95
  Wagholi,1,Flat,400,Possession by Mar 21,New Property,Unfurnished,2,1,2,Freehold,East,27.3
  Laxman NagarBaner Baner,3,Flat,NA,Possession by Mar 22,New Property,SemiFurnished,1,3,2,Cooperative Society,West,239
  Kiwale Dehu Road,1,Flat,500,Possession by Dec 22,New Property,Unfurnished,1,1,1,Freehold,East,37
  Kharadi,2,Flat,750,Possession by Jun 22,New Property,SemiFurnished,2,2,1,Freehold,East,59
  Hinjewadi,2,Flat,615,Possession by Dec 23,New Property,Unfurnished,1,2,1,Freehold,East,52.3
  Baner,3,Flat,970,Possession by Dec 24,New Property,Unfurnished,1,3,2,Freehold,East,107
  Wakad,2,Flat,645,Possession by Jun 22,New Property,Unfurnished,1,2,1,Freehold,East,62
 Vikas NagarDehu Road Dehu Road,2,Flat,707,Possession by Dec 21,New Property,Unfurnished,1,2,2,Freehold,East,38
  Kharadi,3,Flat,1130,Possession by Mar 21,New Property,Unfurnished,0,3,2,Freehold,East,125
  Hinjewadi,2,Flat,770,Possession by Dec 24,New Property,Unfurnished,1,2,1,Freehold,East,58.1
  Kalyani Nagar,3,Flat,1350,Possession by Dec 22,New Property,SemiFurnished,2,3,1,Cooperative Society,East,200
  Pashan,2,Flat,742,Possession by Dec 21,New Property,Unfurnished,1,2,1,Freehold,East,70
  Wagholi,1,Flat,457,Possession by Jun 22,New Property,Unfurnished,1,1,1,Freehold,East,25.5
  Hinjewadi,2,Flat,810,Possession by Jun 22,New Property,Unfurnished,1,2,2,Freehold,East,66
  Mahalunge,1,Flat,423,Possession by Dec 22,New Property,Unfurnished,1,1,1,Freehold,East,34
 Punawale Pimpri Chinchwad,1,Flat,567,Possession by Jun 22,New Property,Unfurnished,1,2,2,Freehold,East,36
  Baner,2,Flat,732,Possession by Dec 24,New Property,Unfurnished,0,2,1,Freehold,East,81
  Keshav Nagar Mundhwa,2,Flat,725,Possession by Dec 22,New Property,SemiFurnished,1,2,2,Freehold,East,55
 Viman Nagar,4,Flat,1424,Possession by Dec 21,New Property,Unfurnished,1,4,1,Freehold,East,155
 Baner,2,Flat,732,Possession by Dec 24,New Property,Unfurnished,1,2,NA,Freehold,NA,71
  Uruli Devachi,1,Flat,478,Possession by Dec 22,New Property,Unfurnished,1,1,1,Freehold,East,21.7
  Ravet Pimpri Chinchwad,2,Flat,675,Possession by Aug 21,New Property,Unfurnished,0,2,2,Freehold,East,44
  Hinjewadi,2,Flat,698,Possession by Feb 24,New Property,Unfurnished,1,2,1,Leasehold,East,46.6
 Balewadi Stadium Balewadi,3,Flat,11530,Possession by Dec 22,New Property,Unfurnished,1,3,1,Freehold,East,122
  Wagholi,2,Flat,660,Possession by Mar 21,New Property,Unfurnished,1,2,1,Freehold,East,37.3
  Mundhwa,2,Flat,823,Possession by Mar 21,New Property,SemiFurnished,1,2,4,Freehold,East,76
  Wagholi,2,Flat,789,Possession by Apr 22,Resale,Unfurnished,1,2,1,Freehold,East,49.5
  Kharadi,3,Flat,1100,Possession by Oct 21,New Property,SemiFurnished,1,3,2,Freehold,East,115
  Keshav Nagar Mundhwa,3,Flat,960,Possession by Dec 23,New Property,Unfurnished,1,3,1,Freehold,East,65
  New Kalyani Nagar,2,Flat,750,Possession by Dec 22,New Property,SemiFurnished,1,2,3,Freehold,East,79
 Tathawade Dattwadi,2,Flat,930,Possession by Dec 21,New Property,Unfurnished,1,2,2,Freehold,East,52
  Wakad,2,Flat,740,Possession by Dec 22,New Property,Unfurnished,1,2,1,Freehold,East,59
  Tathawade Dattwadi,2,Flat,656,Possession by Jun 23,New Property,Unfurnished,1,2,2,Freehold,East,47
 Spine Road,2,Flat,707,Possession by Dec 21,New Property,Unfurnished,1,2,2,Freehold,East,59
  Balewadi,2,Flat,823,Possession by Dec 22,New Property,Unfurnished,1,2,2,Freehold,East,78
  Sector 29,2,Flat,690,Possession by Dec 21,New Property,SemiFurnished,25,2,2,NA,East,56
 AustCounty Tathawade Dattwadi,2,Flat,752,Possession by Dec 22,New Property,Unfurnished,1,2,2,Freehold,East,70
  Kharadi,2,Flat,730,Possession by Dec 22,New Property,Unfurnished,1,2,2,Freehold,East,72
  Shirgaon,1,Flat,432,Possession by Oct 21,New Property,Unfurnished,1,2,1,Freehold,East,19
  Sus,1,Flat,480,Possession by Jun 22,New Property,Unfurnished,1,1,1,Freehold,North  East,36
  Tathawade Dattwadi,2,Flat,724,Possession by Sep 22,New Property,Unfurnished,1,2,3,Freehold,East,53.5
  Keshav Nagar Mundhwa,3,Flat,960,Possession by Dec 22,New Property,Unfurnished,1,3,2,Freehold,East,71
  Wagholi,2,Flat,696,Possession by Jul 22,New Property,Unfurnished,1,2,3,Freehold,East,34.8
  Keshav Nagar Mundhwa,2,Flat,NA,Ready to Move,Resale,SemiFurnished,1,2,2,Freehold,East,66
  Lohegaon,2,Flat,730,Ready to Move,Resale,Unfurnished,1,2,2,Cooperative Society,East,58
  Undri,3,Flat,1250,Ready to Move,Resale,SemiFurnished,1,3,1,Cooperative Society,East,97
 Sinhagad Road,2,Flat,830,Ready to Move,Resale,Unfurnished,1,2,2,Freehold,East,66.3
  EON Free Zone Kharadi,3,Flat,937,Possession by Dec 23,New Property,SemiFurnished,1,3,1,Freehold,East,82.1
  Bavdhan,2,Flat,945,Ready to Move,New Property,Unfurnished,0,3,2,Freehold,East,92
 Ghole Road,4,Flat,2100,Ready to Move,New Property,Unfurnished,3,4,3,Freehold,East,350
  Kalyani Nagar,4,Flat,NA,Ready to Move,Resale,Unfurnished,0,5,1,Cooperative Society,East,350
  Wakad,3,Flat,975,Ready to Move,Resale,Unfurnished,1,3,2,Freehold,East,78.5
 Sopan Baug,3,Flat,1320,Ready to Move,New Property,Furnished,0,3,2,Cooperative Society,East,198
  Baner,4,Flat,1700,Ready to Move,Resale,Furnished,0,4,2,Freehold,East,160
  Gahunje,3,Flat,655,Possession by Dec 22,New Property,Unfurnished,1,2,2,Freehold,North  East,44.9
  Wagholi,2,Flat,700,Possession by May 21,Resale,Unfurnished,1,2,1,Freehold,North,32
  NIBM Annexe,2,Flat,850,Ready to Move,Resale,Unfurnished,1,2,2,Freehold,West,60
 Sinhagad Road,3,Flat,900,Ready to Move,Resale,SemiFurnished,0,3,1,Cooperative Society,East,85
  Balewadi,2,Flat,950,Ready to Move,Resale,Unfurnished,1,2,2,Cooperative Society,East,79
  EON Free Zone Kharadi,3,Flat,1260,Ready to Move,Resale,Furnished,2,3,2,Cooperative Society,East,130
  Wagholi,2,Flat,788,Possession by Sep 21,New Property,Unfurnished,1,2,1,Freehold,East,50
  Magarpatta City,3,Flat,1240,Possession by Dec 22,New Property,SemiFurnished,2,3,2,Freehold,East,120
  Magarpatta City,2,Flat,NA,Ready to Move,Resale,Unfurnished,1,2,1,Cooperative Society,North,85
  Bavdhan,1,Flat,489,Possession by Dec 22,New Property,Unfurnished,1,1,2,Cooperative Society,East,42
 Mumbai Pune Hwy,3,Flat,1460,Possession by Jun 22,New Property,SemiFurnished,1,4,1,Freehold,North  East,150
  Undri,2,Flat,677,Ready to Move,New Property,Unfurnished,1,2,2,Freehold,East,36.9
  Hinjewadi,2,Flat,561,Possession by Dec 23,New Property,Unfurnished,1,2,1,Freehold,East,63
  EON Free Zone Kharadi,3,Flat,2400,Ready to Move,Resale,SemiFurnished,2,3,2,Freehold,North,160
  Balewadi,2,Flat,800,Possession by Dec 23,New Property,Unfurnished,1,2,2,Freehold,East,79.7
  Kalyani Nagar,3,Flat,1165,Possession by Apr 24,New Property,Unfurnished,1,3,1,Freehold,East,215
